Major categories, Medium category, Subcategory, Manufacturer, Product name, Model, Model number, URL, minimum wavelength, maximum wavelength, average power, Maximum output, Time span, Pulse Width, Repetition frequency, Repetition rate, processing, communication, Spectroscopy and Measurement, Imaging, Demo machine rental
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Optizone Technology Limited, Screw-type VOA,,, https://www.sevensix.co.jp/products/st_voa_optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Agiltron Inc., MEMS-based communication band single-mode VOA,,, https://www.sevensix.co.jp/products/mems_cbsm_voa_agilitron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Dicon Fiberoptics Inc., MEMS-type rack-mount single-mode VOA,,, https://www.sevensix.co.jp/products/mems_rmsm_voa_dicon/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts,VOA (Variable Optical Attenuator), Agiltron Inc., MEMS VOA array,,, https://www.sevensix.co.jp/products/mems_voa_a_agilitron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Agiltron Inc., Ultra-compact fiber probe for OCT,,, https://www.sevensix.co.jp/products/oct%e5%90%91%e3%81%91-%e8%b6%85%e5%b0%8f%e5%9e%8b%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%bc%e3%83%97%e3%83%ad%e3%83%bc%e3%83%96-agiltron/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Optizone Technology Limited, Polarization-Maintaining Fiber Focuser,,, https://www.sevensix.co.jp/products/%e5%81%8f%e6%b3%a2%e4%bf%9d%e6%8c%81%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%bc%e3%83%95%e3%82%a9%e3%83%bc%e3%82%ab%e3%82%b5%e3%83%bc-%e6%b3%a2%e9%95%b7-1064nm-optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Optizone Technology Limited, Bandpass Filter,,,https://www.sevensix.co.jp/products/%e3%83%90%e3%83%b3%e3%83%89%e3%83%91%e3%82%b9%e3%83%95%e3%82%a3%e3%83%ab%e3%82%bf-%e6%b3%a2%e9%95%b7-1064-1565nm-optizone/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Phoenix Photonics Ltd., Photonic lantern multiplexer/demultiplexer,,, https://www.sevensix.co.jp/products/%e3%83%95%e3%82%a9%e3%83%88%e3%83%8b%e3%83%83%e3%82%af%e3%83%a9%e3%83%b3%e3%82%bf%e3%83%b3-%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97%e3%83%ac%e3%82%af%e3%82%b5-%e3%83%87%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), KS Photonics Inc., Communication Band Mode Division Multiplexer/Demultiplexer,,, https://www.sevensix.co.jp/products/%e2%80%bbks-photonics%e2%80%bb%e3%80%80%e9%80%9a%e4%bf%a1%e5%b8%af-%e3%83%a2%e3%83%bc%e3%83%89%e5%88%86%e5%89%b2%e3%83%9e%e3%83%ab%e3%83%81%e3%83%97%e3%83%ac%e3%82%af%e3%82%b5-%e3%83%87%e3%83%9e//,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Phoenix Photonics Ltd.,Multimode fiber LP11 mode stripper,,, https://www.sevensix.co.jp/products/%e3%83%95%e3%83%a5%e3%83%bc%e3%83%a2%e3%83%bc%e3%83%89%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90lp11%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b9%e3%83%88%e3%83%aa%e3%83%83%e3%83%91-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Phoenix Photonics Ltd., Adjustable mode converter,,, https://www.sevensix.co.jp/products/%e8%aa%bf%e6%95%b4%e6%a9%9f%e8%83%bd%e4%bb%98%e3%81%8d%e3%83%a2%e3%83%bc%e3%83%89%e5%a4%89%e6%8f%9b%e5%99%a8-%e2%9d%98-phoenix/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Phoenix Photonics Ltd., Fiber Mode Converter,,, https://www.sevensix.co.jp/products/%e3%83%95%e3%82%a1%e3%82%a4%e3%83%90%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b3%e3%83%b3%e3%83%90%e3%83%bc%e3%82%bf-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), Phoenix Photonics Ltd., Mechanical Mode Stripper,,,https://www.sevensix.co.jp/products/%e3%83%a1%e3%82%ab%e3%83%8b%e3%82%ab%e3%83%ab%e3%83%a2%e3%83%bc%e3%83%89%e3%82%b9%e3%83%88%e3%83%aa%e3%83%83%e3%83%91%e3%83%bc-%e2%9d%98-phoenix-photonics/,,,,,,,,,,,,,
 Optical Fiber Components, Other optical fiber parts, VOA (Variable Optical Attenuator), KS Photonics Inc., Long-period grating TLPG for multimode research,,, https://www.sevensix.co.jp/products/%e2%80%bbks-photonics%e2%80%bb%e3%80%80%e5%a4%9a%e3%83%a2%e3%83%bc%e3%83%89%e7%a0%94%e7%a9%b6%e7%94%a8-%e9%95%b7%e5%91%a8%e6%9c%9f%e3%82%b0%e3%83%ac%e3%83%bc%e3%83%86%e3%82%a3%e3%83%b3%e3%82%b0/,,,,,,,,,,,,,
 Optical Measuring Instruments, Optical Spectrum Analyzer,, Manufacturer: Coherent (formerly II-VI)," C+L-band high-resolution optical spectrum analyzer ""WaveAnalyzer 400A""",,, https://www.sevensix.co.jp/products/waveanalyzer-400a/,,,,,,,,,,,,, can be
 Optical Measuring Instruments, Optical Spectrum Analyzer,, Coherent (formerly II-VI)," Ultra-high wavelength accuracy optical spectrum analyzer ""WaveAnalyzer 1500B""",,, https://www.sevensix.co.jp/products/1500b_coherent/,,,,,,,,,,,,, can be
 Optical Measuring Instruments, Optical Spectrum Analyzer,, Coherent (formerly II-VI),High-Performance Optical Spectrum Analyzer: WaveAnalyzer,,, https://www.sevensix.co.jp/products/wa100s1500s_coherent/,,,,,,,,,,,,, can be
 Optical Measuring Instruments, Optical Spectrum Analyzer,, Coherent (formerly II-VI), Portable High-Resolution Optical Spectrum Analyzer: WaveAnalyzer 200B/200A,,, https://www.sevensix.co.jp/products/waveanalyzer_200a/,,,,,,,,,,,,,
 Optical Measuring Instruments, Optical Spectrum Analyzer,, EXFO," Optical Spectrum Analyzer for CWDM/DWDM Networks ""FTBx-5235""",,, https://www.sevensix.co.jp/products/ftbx5235_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, Optical Spectrum Analyzer,," SYCATUS Co., Ltd."," Ultra-high precision optical frequency noise/linewidth analyzer ""A0040A""",,, https://www.sevensix.co.jp/products/a0040a_sycatus/,,,,,,,,,,,,,
 Optical Measuring Instruments, BERT, BERT, EXFO," Optical transceiver tester ""MA-4000""",,, https://www.sevensix.co.jp/products/ma4000_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, BERT, BERT, EXFO," Bit Error Rate Tester (BERT) ""BA-4000""",,, https://www.sevensix.co.jp/products/ba4000_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, BERT, CDR, EXFO," Clock Data Recovery (CDR) ""CD-4000""",,, https://www.sevensix.co.jp/products/cd4000_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, BERT,Sampling Oscilloscope, EXFO," Ultra-high-speed sampling oscilloscope ""EA-4000",,, https://www.sevensix.co.jp/products/ea4000_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO, OPAL-SD: Single-die automated probe station for photonic integrated circuits (PICs),,, https://www.sevensix.co.jp/products/opal-sd_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO, OPAL-EC: Edge-Coupled Automated Probe Station for Photonic Integrated Circuits (PIC),,, https://www.sevensix.co.jp/products/opal-ec_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO, OPAL-MD: Automated Probe Station for Photonic Integrated Circuits (PICs)​,,, https://www.sevensix.co.jp/products/opal-md_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO, PIC (Photonic Integrated Circuit) Test Solution,,, https://www.sevensix.co.jp/products/exfo_pic-test-system/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO," 800GbE Network Tester ""FTBx-888xx"" Series",,, https://www.sevensix.co.jp/products/ftbx-8880x_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others,, EXFO,"Compact multi-port 400GbE network tester ""FTBx-8848x"" series",,, https://www.sevensix.co.jp/products/ftbx-8848x_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical fiber core identifier, EXFO, Optical fiber core identifier,,, https://www.sevensix.co.jp/products/ofcd_exfo/,,,,,,,,,,,,, can be
 Optical Measuring Instruments, others, CD/PMD analyzer, EXFO, CD/PMD analyzer,,, https://www.sevensix.co.jp/products/cd_pmd_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester, EXFO," Optical Component Tester ""CTP10""",,, https://www.sevensix.co.jp/products/ctp10_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester, EXFO," Ethernet tester ""FTBx-88460""",,, https://www.sevensix.co.jp/products/ftbx88460_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester," SYCATUS Co., Ltd.", Optical delay time measurement system,,, https://www.sevensix.co.jp/products/a0060a_sycatus/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester," SYCATUS Co., Ltd.", Broadband RIN measurement system,,, https://www.sevensix.co.jp/products/a0010a_sycatus/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester, Fujikura Ltd., Handy OTDR series,,,https://www.sevensix.co.jp/products/ofl280-flx380_fujikura/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester, EXFO," Optical fiber checker ""OX-1""",,, https://www.sevensix.co.jp/products/ox1_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester, EXFO, MPO Cable Checker,,, https://www.sevensix.co.jp/products/connectormax_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, others, Optical Component Tester," Seven Six Co., Ltd.", Optical Contact Temperature Monitor,,, https://www.sevensix.co.jp/products/temperaturemonitor_sevensix/,,,,,,,,,,,,,
 Optical Measuring Instruments, Pulse waveform measuring instrument,, Amonics Ltd., Femtosecond and picosecond pulse laser measurement equipment,,, https://www.sevensix.co.jp/products/fpplaser_mi_amonics/,,,,,,,,,,,,, can be
 Optical Measuring Instruments, Power meter,, EXFO," Multi-core optical fiber length/loss/polarity measuring instrument ""PXM/LXM""",,, https://www.sevensix.co.jp/products/pxmlxm_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, Power meter,, EXFO," Optical Power Meter ""PX-1""",,, https://www.sevensix.co.jp/products/px1_exfo/,,,,,,,,,,,,,
 Optical Measuring Instruments, Power meter,, PPI Inc., 400G/100G Optical Power Meter,,, https://www.sevensix.co.jp/products/400_100_opm_ppi/,,,,,,,,,,,,,
 Optical Measuring Instruments, Power meter,, PPI Inc.,MPO Optical Power Meter & Light Source,,, https://www.sevensix.co.jp/products/mpo_opm_ls_ppi/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, fusion splicer, Fujikura Ltd., Single-core optical fiber fusion splicer,,, https://www.sevensix.co.jp/products/single_fsplicer_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, fusion splicer, Fujikura Ltd., Multi-core optical fiber fusion splicer,,, https://www.sevensix.co.jp/products/multi_fsplicer_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, Fiber Cutter, Fujikura Ltd., Optical Fiber Cleaver,,, https://www.sevensix.co.jp/products/fiberopticcleaver_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, Reinforcement sleeve, Fujikura Ltd.," Single-core/multi-core protection sleeve ""FP/FPS series""",,, https://www.sevensix.co.jp/products/fibersleeve_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, Fiber Recoater, Fujikura Ltd.," Optical fiber recoater Optical fiber recoater ""FSR series""",,,https://www.sevensix.co.jp/products/fsr_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, ultrasonic cleaner, Fujikura Ltd., ultrasonic cleaner,,, https://www.sevensix.co.jp/products/usc03_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical fiber fusion splicing related, Fully automatic fiber pretreatment machine, Fujikura Ltd., Fully automatic fiber pretreatment machine,,, https://www.sevensix.co.jp/products/apm_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical connector end face observation instrument,, EXFO," Fully automated optical connector end face inspection instrument ""FIP-500""",,, https://www.sevensix.co.jp/products/fip500_exfo/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical connector end face observation instrument,, Fujikura Ltd.," Optical connector end face inspection tool ""FOCIS Flex2""",,, https://www.sevensix.co.jp/products/focisflex_fujikura/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical connector end face observation instrument,, NTT AT," Wireless optical connector end face inspection tool ""EasyGetWifi""",,, https://www.sevensix.co.jp/products/easy_get_wifi_nttat/,,,,,,,,,,,,, can be
 Optical fiber fusion/processing/cleaning supplies, Optical Connector Cleaner,, NTT AT, Handy type optical connector polishing machine,,, https://www.sevensix.co.jp/products/nttat_cleaner/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Optical Connector Cleaner,, NTT AT, Optical Connector Cleaner,,, https://www.sevensix.co.jp/products/cleaner_nttat/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Low refractive index resin for optical fiber,,MY Polymers Ltd., Low refractive index (1.308 ~ 1.550) optical fiber adhesive,,, https://www.sevensix.co.jp/products/ofa1_mypolymers/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Low refractive index resin for optical fiber,, MY Polymers Ltd., Low refractive index (1.308 ~ 1.550) recoating resin,,, https://www.sevensix.co.jp/products/ofa2_mypolymers/,,,,,,,,,,,,,
 Optical fiber fusion/processing/cleaning supplies, Low refractive index resin for optical fiber,, MY Polymers Ltd., Low refractive index (1.330 ~ 1.430) optical fiber adhesive,,, https://www.sevensix.co.jp/products/ofa3_mypolymers/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI), 800G ZR/ZR+ QSFP-DD DCO Optical Transceiver,,, https://www.sevensix.co.jp/products/800g_transceiver_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI), Analog optical link module (AO wave),,, https://www.sevensix.co.jp/products/aolm_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI), 400GbE/100GbE QSFP Optical Transceiver,,, https://www.sevensix.co.jp/products/qsfp_ot_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI),Optical transceivers for data centers,,, https://www.sevensix.co.jp/products/ot_dc_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI), 400G CFP2-DCO Digital Coherent Optical Transceiver,,, https://www.sevensix.co.jp/products/otdc_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, Coherent (formerly II-VI), Optical transceivers for the 5G wireless market,,, https://www.sevensix.co.jp/products/opticaltransceiver_coherent/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, 3Coptics, 10G Copper SFP+ (10Gbase-T) Optical Transceiver,,, https://www.sevensix.co.jp/products/sfp_transceiver_3coptics/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, 3Coptics, 40G QSFP+ PSM4 LR Optical Transceiver,,, https://www.sevensix.co.jp/products/qsfp_transceiver_3coptics/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical Transceiver,, 3Coptics, Single-fiber bidirectional optical transceiver,,, https://www.sevensix.co.jp/products/bidi_transceiver_3coptics/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, RF Components and Modules,," Waka Manufacturing Co., Ltd.", Analog Optical Transmission System,,,https://www.sevensix.co.jp/products/5127/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Coaxial cable,," Waka Manufacturing Co., Ltd.", Handy Forming Cable,,, https://www.sevensix.co.jp/products/handicable_waka/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Coaxial cable,," Waka Manufacturing Co., Ltd.", Soft Rigid Cable,,, https://www.sevensix.co.jp/products/softrigidcable_waka/,,,,,,,,,,,,,
 Optical communication/coaxial/RF related, Optical power interruption generator,," Trimatis Co., Ltd.", Optical power interruption generator,,, https://www.sevensix.co.jp/products/tmz_trimatiz/,,,,,,,,,,,,,
 Other accessories, Optical Fiber System Construction Kit,, 8Photonics GmbH, Optical Fiber System Construction Kit,,, https://www.sevensix.co.jp/products/fiber-spider/,,,,,,,,,,,,,
 Other accessories, OCT system,," Lumedica, Inc.", SD-OCT system for fundus examination research,,, https://www.sevensix.co.jp/products/sdoct_lumedica/,,,,,,,,,,,,,
 Other accessories, Laser head,, LaserMech, High-power laser head,,, https://www.sevensix.co.jp/products/highpowerhead_lasermech/,,,,,,,,,,,,,
 sevensix Lab developed products, 3D shape inspection device series,,"Seven Six Co., Ltd."," Golf head inspection device ""Spector""",,, https://www.sevensix.co.jp/products/spector/,,,,,,,,,,,,,
 sevensix Lab developed products,Optical frequency comb generator Frush,," Seven Six Co., Ltd.",Optical frequency comb generator Frush,,, https://www.sevensix.co.jp/products/frush/,,,,,,,,,,,,,
 sevensix Lab developed products, Optical Contact Temperature Monitor,," Seven Six Co., Ltd.", Optical Contact Temperature Monitor,,, https://www.sevensix.co.jp/products/temperaturemonitor_sevensix/,,,,,,,,,,,,,
 sevensix Lab developed products, Wavelength-tunable ultrashort pulse fiber laser Lulu,," Seven Six Co., Ltd."," Wavelength-tunable ultrashort pulse fiber laser ""Lulu""",,, https://www.sevensix.co.jp/products/lulu_sevensix/,,,,,,,,,,,,,
 sevensix Lab developed products, Ultrashort pulse fiber laser iQoM,," Seven Six Co., Ltd."," Ultrashort pulse fiber laser ""iQoM""",,, https://www.sevensix.co.jp/products/iqom/,,,,,,,,,,,,, can be
